,CÓDIGO,REGIÃO,SEXO,PAGAMENTO,TOTAL (R$)
1440,1677,SULDESTE,FEMININO,CRÉDITO,1548.0900000000001
1441,9297,SUL,MASCULINO,CRÉDITO,7096.7
1442,4780,SUL,MASCULINO,CRÉDITO,4843.06
1443,8881,SULDESTE,FEMININO,CRÉDITO,2410.2000000000003
1444,2514,SULDESTE,MASCULINO,DÉBITO,6540.5
1445,1324,SULDESTE,MASCULINO,DÉBITO,3880.01
1446,9308,SULDESTE,MASCULINO,CRÉDITO,3212.57
1447,7750,SUL,MASCULINO,CRÉDITO,2571.91
1448,1133,SUL,MASCULINO,CRÉDITO,9572.82
1449,8385,SULDESTE,MASCULINO,DÉBITO,1801.47
1450,5300,SUL,MASCULINO,CRÉDITO,4848.21
1451,3418,SULDESTE,MASCULINO,CRÉDITO,2330.89
1452,1614,SULDESTE,FEMININO,DÉBITO,4505.22
1453,1312,SULDESTE,FEMININO,CRÉDITO,2309.26
1454,8984,SULDESTE,FEMININO,CRÉDITO,1955.97
1455,7119,SULDESTE,MASCULINO,CRÉDITO,2148.58
1456,7192,SULDESTE,MASCULINO,DÉBITO,1949.79
1457,2841,SULDESTE,MASCULINO,DÉBITO,4589.68
1458,4519,SULDESTE,MASCULINO,CRÉDITO,5167.51
1459,3660,SULDESTE,MASCULINO,CRÉDITO,9933.32
1460,7817,SULDESTE,FEMININO,CRÉDITO,505.73
1461,7221,SULDESTE,FEMININO,CRÉDITO,8077.26
1462,5533,SULDESTE,MASCULINO,CRÉDITO,4216.82
1463,3966,CENTRO-OESTE,MASCULINO,CRÉDITO,3970.65
1464,1122,NORDESTE,MASCULINO,CRÉDITO,2333.98
1465,3142,SULDESTE,MASCULINO,CRÉDITO,1007.34
1466,6296,NORDESTE,FEMININO,CRÉDITO,3106.48
1467,9514,SULDESTE,MASCULINO,CRÉDITO,7428.360000000001
1468,4347,SULDESTE,MASCULINO,CRÉDITO,6870.1
1469,2652,SUL,FEMININO,DÉBITO,5300.38
1470,3096,SUL,MASCULINO,DÉBITO,1389.47
1471,9972,SUL,MASCULINO,CRÉDITO,2599.7200000000003
1472,5008,SULDESTE,MASCULINO,CRÉDITO,3532.9
1473,2846,SULDESTE,MASCULINO,CRÉDITO,8130.820000000001
1474,1977,SULDESTE,FEMININO,DÉBITO,10044.56
1475,7100,SULDESTE,MASCULINO,CRÉDITO,3834.69
1476,1865,SULDESTE,MASCULINO,CRÉDITO,9536.77
1477,7031,SULDESTE,MASCULINO,DÉBITO,7824.91
1478,6386,SULDESTE,MASCULINO,CRÉDITO,4327.03
1479,2679,NORTE,MASCULINO,CRÉDITO,280.16
1480,6925,CENTRO-OESTE,MASCULINO,CRÉDITO,8848.73
1481,4669,CENTRO-OESTE,MASCULINO,DÉBITO,4245.66
1482,7840,CENTRO-OESTE,MASCULINO,CRÉDITO,5571.27
1483,6322,SULDESTE,MASCULINO,CRÉDITO,5228.28
1484,3298,SULDESTE,MASCULINO,CRÉDITO,1645.94
1485,6841,SUL,FEMININO,CRÉDITO,8005.16
1486,6187,SULDESTE,MASCULINO,DÉBITO,9882.85
1487,4094,CENTRO-OESTE,MASCULINO,CRÉDITO,900.22
1488,6224,SULDESTE,MASCULINO,CRÉDITO,1357.54
1489,4676,SULDESTE,FEMININO,CRÉDITO,5045.97
1490,8604,SULDESTE,MASCULINO,CRÉDITO,7366.56
1491,4611,SULDESTE,MASCULINO,CRÉDITO,8297.68
1492,6972,SULDESTE,MASCULINO,CRÉDITO,9404.93
1493,7333,SULDESTE,MASCULINO,CRÉDITO,2493.63
1494,3095,SULDESTE,MASCULINO,CRÉDITO,6346.860000000001
1495,3653,SULDESTE,MASCULINO,DÉBITO,3162.1
1496,3491,SULDESTE,MASCULINO,DÉBITO,3644.14
1497,5948,SULDESTE,MASCULINO,CRÉDITO,8069.02
1498,6423,SULDESTE,MASCULINO,CRÉDITO,5948.25
1499,9767,SULDESTE,MASCULINO,DÉBITO,7137.900000000001
1500,7980,NORTE,MASCULINO,DÉBITO,9133.01
1501,8293,SULDESTE,MASCULINO,CRÉDITO,7430.42
1502,1425,SULDESTE,MASCULINO,CRÉDITO,1551.18
1503,4638,SULDESTE,FEMININO,CRÉDITO,1679.93
1504,8952,SULDESTE,MASCULINO,CRÉDITO,7541.66
1505,6201,SULDESTE,MASCULINO,CRÉDITO,2056.91
1506,2056,CENTRO-OESTE,MASCULINO,DÉBITO,1946.7
1507,1263,SULDESTE,MASCULINO,DÉBITO,5621.74
1508,2251,SULDESTE,MASCULINO,CRÉDITO,9428.62
1509,8104,SULDESTE,MASCULINO,DÉBITO,4050.9900000000002
1510,8854,SUL,MASCULINO,DÉBITO,8245.15
1511,9788,SULDESTE,FEMININO,CRÉDITO,727.1800000000001
1512,8226,SULDESTE,MASCULINO,CRÉDITO,10172.28
1513,3414,SUL,MASCULINO,CRÉDITO,6769.16
1514,7544,SUL,FEMININO,CRÉDITO,4019.06
1515,5029,SULDESTE,MASCULINO,CRÉDITO,8618.01
1516,1327,CENTRO-OESTE,FEMININO,DÉBITO,9033.1
1517,9335,SULDESTE,MASCULINO,CRÉDITO,2347.37
1518,6489,SULDESTE,MASCULINO,DÉBITO,366.68
1519,5911,SULDESTE,FEMININO,CRÉDITO,2157.85
1520,2263,SUL,MASCULINO,DÉBITO,5328.1900000000005
1521,9388,SULDESTE,MASCULINO,DÉBITO,8049.45
1522,4633,SULDESTE,MASCULINO,CRÉDITO,103.0
1523,8666,SULDESTE,MASCULINO,CRÉDITO,2730.53
1524,5825,SULDESTE,MASCULINO,CRÉDITO,3517.4500000000003
1525,7673,SUL,MASCULINO,DÉBITO,9125.800000000001
1526,4736,SUL,MASCULINO,CRÉDITO,6082.150000000001
1527,5600,SULDESTE,MASCULINO,CRÉDITO,9445.1
1528,8275,CENTRO-OESTE,MASCULINO,DÉBITO,401.7
1529,3042,SULDESTE,FEMININO,CRÉDITO,5706.2
1530,6981,SULDESTE,FEMININO,CRÉDITO,2484.36
1531,7376,SUL,FEMININO,CRÉDITO,6516.81
1532,4558,SULDESTE,MASCULINO,CRÉDITO,9375.06
1533,4980,SULDESTE,MASCULINO,DÉBITO,3280.55
1534,9634,NORDESTE,MASCULINO,CRÉDITO,9459.52
1535,7458,SULDESTE,MASCULINO,CRÉDITO,1655.21
1536,1174,SULDESTE,FEMININO,CRÉDITO,9271.03
1537,2294,SUL,MASCULINO,DÉBITO,9568.7
1538,9863,SULDESTE,FEMININO,CRÉDITO,2111.5
1539,2195,NORDESTE,MASCULINO,DÉBITO,6027.56
1540,4992,SUL,MASCULINO,CRÉDITO,8340.94
1541,5971,SUL,MASCULINO,CRÉDITO,5131.46
1542,5097,SULDESTE,MASCULINO,CRÉDITO,3174.46
1543,7614,SULDESTE,MASCULINO,CRÉDITO,5100.56
1544,5384,SULDESTE,MASCULINO,CRÉDITO,10190.82
1545,5772,SULDESTE,MASCULINO,DÉBITO,991.89
1546,1907,SULDESTE,MASCULINO,CRÉDITO,5461.06
1547,6243,NORTE,MASCULINO,DÉBITO,9245.28
1548,7595,CENTRO-OESTE,MASCULINO,CRÉDITO,9213.35
1549,7271,SULDESTE,MASCULINO,DÉBITO,9422.44
1550,2217,SULDESTE,FEMININO,CRÉDITO,5126.31
1551,7769,SULDESTE,FEMININO,DÉBITO,84.46000000000001
1552,6219,SULDESTE,MASCULINO,CRÉDITO,9361.67
1553,6779,SUL,MASCULINO,DÉBITO,6371.58
1554,2022,NORTE,MASCULINO,CRÉDITO,9280.300000000001
1555,9748,SULDESTE,MASCULINO,CRÉDITO,7646.72
1556,8517,SULDESTE,MASCULINO,CRÉDITO,9147.43
1557,9961,SULDESTE,MASCULINO,CRÉDITO,2076.48
1558,7588,SULDESTE,MASCULINO,CRÉDITO,303.85
1559,6273,SUL,MASCULINO,CRÉDITO,10141.380000000001
1560,6436,SULDESTE,FEMININO,CRÉDITO,8771.48
1561,8026,SULDESTE,MASCULINO,DÉBITO,6771.22
1562,1931,CENTRO-OESTE,FEMININO,CRÉDITO,91.67
1563,7641,SULDESTE,MASCULINO,DÉBITO,7100.820000000001
1564,4871,SULDESTE,FEMININO,DÉBITO,7501.49
1565,9704,SULDESTE,FEMININO,CRÉDITO,7124.51
1566,7541,SULDESTE,MASCULINO,CRÉDITO,7630.24
1567,6338,SUL,MASCULINO,DÉBITO,8883.75
1568,4105,SULDESTE,MASCULINO,DÉBITO,8008.25
1569,3252,SULDESTE,FEMININO,CRÉDITO,10193.91
1570,1444,SUL,MASCULINO,DÉBITO,957.9
1571,9683,SULDESTE,MASCULINO,DÉBITO,9414.2
1572,4904,SULDESTE,FEMININO,CRÉDITO,6030.650000000001
1573,8588,NORTE,MASCULINO,DÉBITO,3236.26
1574,7861,SULDESTE,FEMININO,CRÉDITO,6366.43
1575,8508,SULDESTE,MASCULINO,CRÉDITO,3677.1
1576,2149,CENTRO-OESTE,MASCULINO,DÉBITO,4764.78
1577,3231,NORTE,MASCULINO,CRÉDITO,1397.71
1578,5563,SUL,MASCULINO,CRÉDITO,7460.29
1579,6042,SULDESTE,MASCULINO,CRÉDITO,5175.75
1580,2132,SULDESTE,FEMININO,DÉBITO,8361.54
1581,5806,SUL,FEMININO,DÉBITO,8639.64
1582,2830,SULDESTE,MASCULINO,CRÉDITO,2660.4900000000002
1583,4653,SULDESTE,FEMININO,CRÉDITO,8277.08
1584,9726,SULDESTE,MASCULINO,CRÉDITO,4412.52
1585,2330,SULDESTE,FEMININO,CRÉDITO,1448.18
1586,4805,SULDESTE,MASCULINO,CRÉDITO,907.4300000000001
1587,9778,SULDESTE,FEMININO,CRÉDITO,10018.81
1588,9724,SUL,MASCULINO,CRÉDITO,3667.83
1589,3500,SULDESTE,FEMININO,DÉBITO,6210.900000000001
1590,9115,SULDESTE,MASCULINO,CRÉDITO,8672.6
1591,3808,SULDESTE,FEMININO,CRÉDITO,4869.84
1592,6809,SULDESTE,FEMININO,CRÉDITO,8293.56
1593,6711,SULDESTE,MASCULINO,CRÉDITO,5528.01
1594,9378,SULDESTE,MASCULINO,DÉBITO,3881.04
1595,7073,SULDESTE,MASCULINO,DÉBITO,8009.280000000001
1596,9054,SULDESTE,FEMININO,CRÉDITO,324.45
1597,4821,SULDESTE,FEMININO,CRÉDITO,1413.16
1598,8249,SULDESTE,MASCULINO,DÉBITO,6821.6900000000005
1599,7877,SULDESTE,MASCULINO,DÉBITO,7219.27
1600,2219,SULDESTE,MASCULINO,CRÉDITO,8764.27
1601,9713,SULDESTE,MASCULINO,DÉBITO,3725.51
1602,3193,SULDESTE,MASCULINO,CRÉDITO,4234.33
1603,1570,SULDESTE,MASCULINO,CRÉDITO,4603.07
1604,1082,SULDESTE,MASCULINO,CRÉDITO,6936.02
1605,2522,SULDESTE,MASCULINO,CRÉDITO,1955.97
1606,3659,SULDESTE,FEMININO,CRÉDITO,868.2900000000001
1607,1188,SULDESTE,MASCULINO,DÉBITO,4777.14
1608,5752,SUL,FEMININO,DÉBITO,7508.7
1609,7337,SULDESTE,MASCULINO,CRÉDITO,7848.6
1610,6291,SULDESTE,MASCULINO,CRÉDITO,4952.24
1611,9066,SULDESTE,MASCULINO,CRÉDITO,7722.9400000000005
1612,1777,SUL,MASCULINO,DÉBITO,8862.12
1613,6389,SULDESTE,MASCULINO,CRÉDITO,8679.81
1614,5201,SUL,MASCULINO,DÉBITO,2947.86
1615,3153,SULDESTE,MASCULINO,CRÉDITO,10140.35
1616,1860,CENTRO-OESTE,MASCULINO,DÉBITO,4368.2300000000005
1617,1109,SULDESTE,MASCULINO,DÉBITO,2716.11
1618,4574,SULDESTE,MASCULINO,DÉBITO,4014.94
1619,1891,SULDESTE,MASCULINO,CRÉDITO,8257.51
1620,5344,SUL,MASCULINO,CRÉDITO,531.48
1621,5275,SULDESTE,MASCULINO,CRÉDITO,9395.66
1622,6968,SULDESTE,MASCULINO,CRÉDITO,1259.69
1623,7902,SULDESTE,MASCULINO,CRÉDITO,4827.61
1624,5997,SULDESTE,MASCULINO,CRÉDITO,8897.14
1625,7786,SULDESTE,MASCULINO,DÉBITO,2247.46
1626,2750,SULDESTE,MASCULINO,CRÉDITO,117.42
1627,1007,SULDESTE,MASCULINO,CRÉDITO,8930.1
1628,8451,SUL,MASCULINO,DÉBITO,1014.5500000000001
1629,2526,SULDESTE,MASCULINO,DÉBITO,9688.18
1630,4144,SUL,MASCULINO,CRÉDITO,1483.2
1631,7592,SULDESTE,FEMININO,DÉBITO,6525.05
1632,3570,SULDESTE,MASCULINO,CRÉDITO,3688.4300000000003
1633,5475,SULDESTE,MASCULINO,DÉBITO,6852.59
1634,1130,SULDESTE,MASCULINO,CRÉDITO,7700.28
1635,3256,SULDESTE,MASCULINO,DÉBITO,5914.26
1636,7569,SULDESTE,FEMININO,CRÉDITO,6150.13
1637,6404,SULDESTE,FEMININO,DÉBITO,2264.9700000000003
1638,8616,SULDESTE,MASCULINO,DÉBITO,5918.38
1639,3217,SUL,MASCULINO,CRÉDITO,2579.12
1640,8802,SULDESTE,MASCULINO,DÉBITO,1410.07
1641,1751,SUL,FEMININO,DÉBITO,2084.7200000000003
1642,9906,SUL,MASCULINO,CRÉDITO,1710.8300000000002
1643,2496,NORTE,MASCULINO,CRÉDITO,872.41
1644,9134,NORTE,MASCULINO,DÉBITO,6527.110000000001
1645,6708,SULDESTE,MASCULINO,CRÉDITO,10023.960000000001
1646,8087,SULDESTE,MASCULINO,CRÉDITO,7784.74
1647,9702,SULDESTE,MASCULINO,CRÉDITO,1517.19
1648,7385,SUL,FEMININO,DÉBITO,6984.43
1649,1481,SULDESTE,MASCULINO,CRÉDITO,7444.84
1650,6348,SULDESTE,MASCULINO,DÉBITO,10154.77
1651,3963,SULDESTE,MASCULINO,CRÉDITO,10240.26
1652,7163,SULDESTE,MASCULINO,CRÉDITO,8537.67
1653,4595,SULDESTE,MASCULINO,CRÉDITO,2803.66
1654,6162,SULDESTE,MASCULINO,CRÉDITO,3390.76
1655,4510,SULDESTE,MASCULINO,DÉBITO,8380.08
1656,6002,SULDESTE,MASCULINO,DÉBITO,4529.9400000000005
1657,2339,NORTE,MASCULINO,CRÉDITO,3940.78
1658,8353,SULDESTE,MASCULINO,CRÉDITO,4415.61
1659,2939,SULDESTE,MASCULINO,CRÉDITO,1128.88
1660,7803,SUL,FEMININO,CRÉDITO,3130.17
1661,5265,SULDESTE,FEMININO,DÉBITO,2665.64
1662,9290,SULDESTE,MASCULINO,DÉBITO,3905.76
1663,2940,SULDESTE,FEMININO,CRÉDITO,3547.32
1664,7857,SULDESTE,MASCULINO,CRÉDITO,2793.36
1665,7663,SULDESTE,MASCULINO,CRÉDITO,242.05
1666,8465,SUL,MASCULINO,CRÉDITO,5798.900000000001
1667,4788,SULDESTE,MASCULINO,CRÉDITO,2377.2400000000002
1668,3998,SULDESTE,MASCULINO,CRÉDITO,381.1
1669,1606,SULDESTE,MASCULINO,CRÉDITO,9858.130000000001
1670,1819,SULDESTE,MASCULINO,CRÉDITO,9923.02
1671,2950,SULDESTE,MASCULINO,CRÉDITO,6014.17
1672,9986,SULDESTE,MASCULINO,CRÉDITO,5227.25
1673,7449,SUL,MASCULINO,DÉBITO,1939.49
1674,4085,CENTRO-OESTE,MASCULINO,CRÉDITO,1762.3300000000002
1675,4278,NORDESTE,MASCULINO,DÉBITO,2004.38
1676,8454,NORTE,FEMININO,CRÉDITO,4303.34
1677,1941,SULDESTE,MASCULINO,CRÉDITO,4612.34
1678,6735,SULDESTE,FEMININO,CRÉDITO,7393.34
1679,7381,SULDESTE,MASCULINO,CRÉDITO,1294.71
1680,2044,SULDESTE,MASCULINO,CRÉDITO,4340.42
1681,1401,SUL,FEMININO,CRÉDITO,3275.4
1682,7760,SULDESTE,FEMININO,CRÉDITO,124.63000000000001
1683,6100,SULDESTE,MASCULINO,CRÉDITO,7085.37
1684,8105,SULDESTE,MASCULINO,CRÉDITO,3806.88
1685,6514,SULDESTE,MASCULINO,DÉBITO,1547.06
1686,8057,SULDESTE,MASCULINO,CRÉDITO,9912.720000000001
1687,6874,SULDESTE,MASCULINO,CRÉDITO,5299.35
1688,2451,SULDESTE,MASCULINO,CRÉDITO,208.06
1689,8783,SULDESTE,FEMININO,CRÉDITO,3539.08
1690,9687,SUL,MASCULINO,CRÉDITO,10041.470000000001
1691,3530,CENTRO-OESTE,MASCULINO,CRÉDITO,8650.97
1692,7993,SULDESTE,MASCULINO,CRÉDITO,2894.3
1693,7058,NORDESTE,MASCULINO,CRÉDITO,694.22
1694,4727,SULDESTE,FEMININO,CRÉDITO,7769.29
1695,1009,SULDESTE,MASCULINO,DÉBITO,9696.42
1696,3694,SUL,MASCULINO,CRÉDITO,6926.75
1697,7566,SUL,MASCULINO,DÉBITO,4725.64
1698,6960,SULDESTE,MASCULINO,CRÉDITO,3485.52
1699,8260,SULDESTE,MASCULINO,DÉBITO,437.75
1700,6477,SUL,MASCULINO,DÉBITO,9246.31
1701,5862,SULDESTE,MASCULINO,CRÉDITO,7430.42
1702,3033,SUL,MASCULINO,CRÉDITO,3315.57
1703,7808,SULDESTE,FEMININO,CRÉDITO,1020.73
1704,3403,SUL,FEMININO,CRÉDITO,1713.92
1705,6800,NORDESTE,MASCULINO,CRÉDITO,3808.94
1706,8582,SULDESTE,MASCULINO,CRÉDITO,1210.25
1707,6597,SULDESTE,MASCULINO,CRÉDITO,9364.76
1708,9809,SULDESTE,MASCULINO,DÉBITO,2744.9500000000003
1709,5667,SULDESTE,MASCULINO,DÉBITO,4672.08
1710,8025,SULDESTE,MASCULINO,CRÉDITO,6993.7
1711,7440,SUL,MASCULINO,CRÉDITO,10104.300000000001
1712,4511,SULDESTE,FEMININO,CRÉDITO,10293.82
1713,5127,SULDESTE,MASCULINO,DÉBITO,8449.09
1714,8142,SUL,MASCULINO,CRÉDITO,2843.83
1715,8223,SUL,FEMININO,CRÉDITO,8662.300000000001
1716,3158,SULDESTE,MASCULINO,CRÉDITO,5558.91
1717,2004,SULDESTE,MASCULINO,DÉBITO,2854.13
1718,6670,SUL,FEMININO,CRÉDITO,2029.1000000000001
1719,3507,SULDESTE,MASCULINO,CRÉDITO,5510.5
1720,9836,CENTRO-OESTE,MASCULINO,DÉBITO,4560.84
1721,5152,CENTRO-OESTE,MASCULINO,CRÉDITO,5844.22
1722,7625,SULDESTE,FEMININO,DÉBITO,2902.54
1723,6898,SULDESTE,FEMININO,CRÉDITO,1246.3
1724,4288,SUL,MASCULINO,DÉBITO,5954.43
1725,4801,SULDESTE,MASCULINO,CRÉDITO,6075.97
1726,6587,SULDESTE,FEMININO,CRÉDITO,5863.79
1727,8418,SULDESTE,FEMININO,CRÉDITO,10178.460000000001
1728,5036,SULDESTE,MASCULINO,DÉBITO,10146.53
1729,5199,SULDESTE,MASCULINO,CRÉDITO,2674.91
1730,1771,SUL,MASCULINO,CRÉDITO,8282.23
1731,4210,SUL,MASCULINO,CRÉDITO,8087.56
1732,4074,SUL,MASCULINO,DÉBITO,9943.62
1733,8484,NORDESTE,FEMININO,CRÉDITO,8497.5
1734,3987,SUL,FEMININO,DÉBITO,2329.86
1735,4255,SULDESTE,MASCULINO,CRÉDITO,8515.01
1736,8891,SUL,MASCULINO,CRÉDITO,8123.610000000001
1737,9902,SULDESTE,MASCULINO,CRÉDITO,8476.9
1738,3238,SULDESTE,MASCULINO,CRÉDITO,5152.06
1739,5171,SULDESTE,FEMININO,CRÉDITO,4040.69
1740,8862,SULDESTE,MASCULINO,CRÉDITO,7040.05
1741,1660,SULDESTE,MASCULINO,CRÉDITO,372.86
1742,6379,SUL,MASCULINO,CRÉDITO,3645.17
1743,6731,SULDESTE,MASCULINO,CRÉDITO,2698.6
1744,8284,SULDESTE,MASCULINO,CRÉDITO,6625.99
1745,9579,SULDESTE,MASCULINO,CRÉDITO,664.35
1746,8483,SULDESTE,MASCULINO,CRÉDITO,4026.27
1747,9698,SULDESTE,MASCULINO,CRÉDITO,8092.71
1748,1113,SULDESTE,MASCULINO,CRÉDITO,9368.880000000001
1749,8587,NORTE,FEMININO,CRÉDITO,9462.61
1750,1058,SUL,FEMININO,CRÉDITO,1225.7
1751,9488,SULDESTE,MASCULINO,CRÉDITO,3753.32
1752,5225,SULDESTE,MASCULINO,CRÉDITO,10178.460000000001
1753,4016,SUL,MASCULINO,DÉBITO,7073.01
1754,7311,SULDESTE,MASCULINO,CRÉDITO,8984.69
1755,9179,SULDESTE,FEMININO,CRÉDITO,2717.14
1756,5417,SUL,MASCULINO,CRÉDITO,1045.45
1757,8268,SUL,MASCULINO,CRÉDITO,2037.3400000000001
1758,8251,SULDESTE,MASCULINO,DÉBITO,6495.18
1759,2454,SULDESTE,FEMININO,CRÉDITO,7022.54
1760,3743,SULDESTE,MASCULINO,DÉBITO,10287.64
1761,3899,SUL,MASCULINO,CRÉDITO,8992.93
1762,2254,SUL,MASCULINO,CRÉDITO,3331.02
1763,6676,SULDESTE,FEMININO,DÉBITO,5301.41
1764,9445,SUL,MASCULINO,DÉBITO,5565.09
1765,1320,SULDESTE,FEMININO,CRÉDITO,1923.01
1766,2871,SULDESTE,MASCULINO,CRÉDITO,900.22
1767,7265,CENTRO-OESTE,MASCULINO,CRÉDITO,1102.1000000000001
1768,8014,SUL,MASCULINO,CRÉDITO,9158.76
1769,3781,SULDESTE,FEMININO,CRÉDITO,8428.49
1770,1156,SULDESTE,MASCULINO,CRÉDITO,2562.64
1771,1240,SULDESTE,FEMININO,CRÉDITO,4449.6
1772,7469,SULDESTE,MASCULINO,CRÉDITO,5832.89
1773,8098,NORDESTE,MASCULINO,DÉBITO,8317.25
1774,1683,SULDESTE,MASCULINO,CRÉDITO,293.55
1775,1871,SULDESTE,FEMININO,CRÉDITO,6222.2300000000005
1776,8690,CENTRO-OESTE,MASCULINO,DÉBITO,4673.11
1777,5699,SULDESTE,FEMININO,DÉBITO,5025.37
1778,5670,SULDESTE,FEMININO,CRÉDITO,5786.54
1779,7030,SULDESTE,MASCULINO,CRÉDITO,6805.21
1780,8653,SULDESTE,MASCULINO,DÉBITO,5613.5
1781,8950,SULDESTE,FEMININO,CRÉDITO,9605.78
1782,7236,SULDESTE,MASCULINO,CRÉDITO,8958.94
1783,1579,SULDESTE,MASCULINO,CRÉDITO,626.24
1784,6218,NORDESTE,MASCULINO,CRÉDITO,8551.06
1785,5895,SULDESTE,MASCULINO,CRÉDITO,9554.28
1786,8514,SULDESTE,MASCULINO,CRÉDITO,2296.9
1787,8975,SUL,MASCULINO,CRÉDITO,7718.820000000001
1788,4584,SUL,MASCULINO,CRÉDITO,3003.48
1789,9360,SULDESTE,MASCULINO,DÉBITO,8203.95
1790,8492,SUL,FEMININO,CRÉDITO,2927.26
1791,6369,SULDESTE,MASCULINO,CRÉDITO,8666.42
1792,4986,SULDESTE,MASCULINO,CRÉDITO,2751.13
1793,5882,SULDESTE,FEMININO,CRÉDITO,4898.68
1794,2442,SUL,MASCULINO,CRÉDITO,7460.29
1795,9476,SUL,MASCULINO,CRÉDITO,9026.92
1796,3099,SULDESTE,FEMININO,DÉBITO,3073.52
1797,5218,SULDESTE,MASCULINO,CRÉDITO,9272.06
1798,8599,SULDESTE,MASCULINO,CRÉDITO,4657.66
1799,2713,SULDESTE,FEMININO,CRÉDITO,5904.99
1800,1809,SULDESTE,FEMININO,DÉBITO,5643.37
1801,1405,SULDESTE,MASCULINO,CRÉDITO,3179.61
1802,7194,SUL,FEMININO,DÉBITO,4044.81
1803,1383,SULDESTE,MASCULINO,DÉBITO,1094.89
1804,2184,SULDESTE,MASCULINO,CRÉDITO,9042.37
1805,7756,SULDESTE,MASCULINO,CRÉDITO,10086.79
1806,1057,SULDESTE,MASCULINO,DÉBITO,7067.860000000001
1807,5038,SULDESTE,MASCULINO,CRÉDITO,7136.87
1808,8168,SUL,FEMININO,CRÉDITO,1758.21
1809,1624,SULDESTE,MASCULINO,CRÉDITO,3430.9300000000003
1810,8286,SUL,MASCULINO,CRÉDITO,302.82
1811,2982,SUL,FEMININO,CRÉDITO,4815.25
1812,2424,SULDESTE,MASCULINO,CRÉDITO,6631.14
1813,5056,SULDESTE,MASCULINO,CRÉDITO,5848.34
1814,7414,SULDESTE,MASCULINO,CRÉDITO,7329.4800000000005
1815,6917,SULDESTE,MASCULINO,CRÉDITO,115.36
1816,4480,SUL,MASCULINO,DÉBITO,6867.01
1817,1067,SULDESTE,MASCULINO,CRÉDITO,7269.74
1818,3863,SULDESTE,MASCULINO,CRÉDITO,5524.92
1819,9103,SULDESTE,MASCULINO,CRÉDITO,9327.68
1820,6039,SULDESTE,MASCULINO,CRÉDITO,6247.9800000000005
1821,4683,SUL,MASCULINO,DÉBITO,9800.45
1822,9421,SULDESTE,MASCULINO,CRÉDITO,2206.26
1823,9025,SULDESTE,MASCULINO,CRÉDITO,925.97
1824,5050,SULDESTE,FEMININO,DÉBITO,4021.12
1825,4441,SULDESTE,MASCULINO,CRÉDITO,1620.19
1826,7876,SULDESTE,MASCULINO,DÉBITO,155.53
1827,6649,SULDESTE,FEMININO,CRÉDITO,5846.28
1828,8198,SUL,FEMININO,CRÉDITO,2774.82
1829,8656,SULDESTE,FEMININO,CRÉDITO,10163.01
1830,2398,SUL,FEMININO,CRÉDITO,1617.1000000000001
1831,5849,SULDESTE,MASCULINO,CRÉDITO,8559.300000000001
1832,3147,SULDESTE,MASCULINO,CRÉDITO,9624.32
1833,9841,SULDESTE,MASCULINO,CRÉDITO,7633.33
1834,2986,NORDESTE,MASCULINO,CRÉDITO,7447.93
1835,7818,SULDESTE,MASCULINO,CRÉDITO,1480.1100000000001
1836,5061,NORTE,FEMININO,CRÉDITO,5833.92
1837,7364,SULDESTE,MASCULINO,CRÉDITO,6072.88
1838,7875,NORDESTE,MASCULINO,CRÉDITO,1823.1000000000001
1839,5817,NORDESTE,MASCULINO,CRÉDITO,3902.67
1840,6629,SULDESTE,MASCULINO,CRÉDITO,8395.53
1841,8302,SULDESTE,FEMININO,CRÉDITO,9027.95
1842,7725,SULDESTE,MASCULINO,DÉBITO,920.82
1843,7297,SULDESTE,MASCULINO,DÉBITO,527.36
1844,3594,SULDESTE,FEMININO,CRÉDITO,5794.78
1845,1262,SULDESTE,MASCULINO,CRÉDITO,8424.37
1846,4261,SULDESTE,MASCULINO,DÉBITO,2637.83
1847,5109,SULDESTE,MASCULINO,DÉBITO,3129.14
1848,1269,SULDESTE,MASCULINO,DÉBITO,8780.75
1849,1020,CENTRO-OESTE,FEMININO,DÉBITO,9759.25
1850,3506,SULDESTE,MASCULINO,CRÉDITO,6841.26
1851,1173,SUL,MASCULINO,CRÉDITO,4184.89
1852,3697,SULDESTE,MASCULINO,CRÉDITO,8080.35
1853,3513,SULDESTE,MASCULINO,DÉBITO,5322.01
1854,9749,SUL,MASCULINO,CRÉDITO,1597.53
1855,9363,SULDESTE,MASCULINO,CRÉDITO,75.19
1856,4056,SULDESTE,MASCULINO,CRÉDITO,9762.34
1857,2819,SULDESTE,MASCULINO,CRÉDITO,1234.97
1858,3257,SULDESTE,MASCULINO,CRÉDITO,9297.81
1859,3851,SULDESTE,MASCULINO,CRÉDITO,9387.42
1860,5763,SULDESTE,MASCULINO,CRÉDITO,1918.89
1861,7558,SULDESTE,FEMININO,CRÉDITO,4561.87
1862,2694,SULDESTE,MASCULINO,CRÉDITO,7701.31
1863,8603,SULDESTE,MASCULINO,CRÉDITO,1969.3600000000001
1864,7048,SULDESTE,MASCULINO,DÉBITO,4135.45
1865,4504,SULDESTE,FEMININO,CRÉDITO,5904.99
1866,5669,SULDESTE,MASCULINO,CRÉDITO,4296.13
1867,3352,SUL,MASCULINO,CRÉDITO,3184.76
1868,9356,SULDESTE,MASCULINO,CRÉDITO,9659.34
